Name,Restaurant ID,Rating,Address,Cuisine,Cost for Two
Kafe 9 Kolkata,18793913,NEW,"54, Ballygunge Gardens, Golpark More, Golpark, Kolkata","Cafe, Continental, Italian, Chinese",650
Kafe Caramel Kolkata,21600,3.1,"Hotel Kempton, 3, Marquis Street, New Market Area, Kolkata","North Indian, Chinese, Continental, Mexican",700
Kafe Shot Kolkata,24890,2.8,"2nd Floor, Axis Mall, Block CS, Major Arterial Road, New Town, Kolkata","Cafe, Fast Food, Beverages",500
Kafulok Kolkata,20830,3.7,"47, Govinda Khatick Road, South Tangra Road, Tangra, Kolkata",Chinese,800
Kahkasha's Kitchen Kolkata,18762821,-,"21/H/7/2, Shamshul Huda Road, Park Circus Area, Kolkata","Fast Food, Chinese, Italian",400
Kaidi Kitchen Kolkata,22418,4,"1st Floor, Usha Kiran Building, 12A, Camac Street, Camac Street Area, Kolkata","North Indian, Italian, Mexican, Chinese, Thai, Mongolian","1,300"
Kaka Tea Kolkata,22196,3.9,"5, Mango Lane, Esplanade, Kolkata",Tea,150
Kake D Hatti Kolkata,18823714,NEW,"24A Chakraberia Road, Bhawanipur, Kolkata",North Indian,400
Kake_N_Bake Kolkata,18687652,3.1,"Block A Shyam Lake Garden, Lake Town, Kolkata",Bakery,500
Kalapata Kolkata,23608,3.9,"65A, Rashbehari Avenue, Lake Market Area, Kolkata",Bengali,550
Kalash - HHI Kolkata,21356,3.8,"Hotel Hindusthan International, 235/1, A.J.C. Bose Road, Elgin, Kolkata","North Indian, Mughlai, Afghani","2,500"
Kalash Sweets Kolkata,22605,3.3,"62, Vivekananda Road, Hatibagan, Kolkata",Mishti,100
Kalatmak Kolkata,18809241,NEW,"1, Allenby Road, 1st Floor, Bhawanipur, Kolkata","Chinese, Continental, Indian",800
Kaleidoscope Multicuisine Restaurant Kolkata,18505376,2.9,"184/1, Kabiguru Sarani, New Alipore, Kolkata","North Indian, Chinese",600
Kali Kebin Kolkata,22357,2.7,"210, A.P.C. Road, Shyam Bazar, Kolkata","Bengali, North Indian",250
Kali Mata Mistanna Bhandar Kolkata,18809211,NEW,"NS Avenue, Near Rail Station, Shrirampur, Kolkata",Mithai,200
Kalicharan Das Kolkata,22433,3.4,"183/1, Bidhan Sarani, Hatibagan, Kolkata",Mishti,100
Kaligodam Howrah,23530,3.7,"511, G.T. Road, Sandhya Bazar, Shibpur, Howrah","Fast Food, Mithai, Mishti, Desserts",100
Kaligodam Kolkata,18547335,3.3,"16, Mallick Street, Jorasanko, Bara Bazar, Kolkata",Mishti,200
Kalika Kolkata,23223,4.2,"29, Surya Sen Street, College Square, College Street, Kolkata",Street Food,100
Kalika Misthana Bhandar Kolkata,25481,3.3,"106, B.T. Road, Baranagar, Kolkata",Mishti,100
Kalika sweets Kolkata,18281738,3.1,"56, Bangur Avenue, Block C, Bangur, Kolkata",Mishti,100
Kalpana Sweets Kolkata,18429054,3.4,"62/2B, Surya Sen Street, College Street, Kolkata",Mishti,150
Kalpataru Kolkata,18763533,3.1,"5, Italgacha Road, Rajbari, Dum Dum, Kolkata","North Indian, Chinese",300
Kalpataru Kolkata,18789508,NEW,"218, Sukant Nagar, Sector 4, Salt Lake, Kolkata","North Indian, Chinese, Biryani",300
Kalpataru Mitha Lassi Kolkata,18462075,3,"15, Sisir Market, Near Sealdah Railway Station, Sealdah Area, Kolkata",Beverages,300
Kalpataru Sweets Kolkata,18529210,-,"CA Market, Shop No. 17, Sector 1, Salt Lake",Mishti,300
Kamal's Veg Restaurant Kolkata,20670,3.5,"38, Bentinck Street, Near Paradise Cinema, Esplanade, Kolkata","North Indian, Fast Food, Chinese",600
Kamala Sweets Kolkata,24510,3.7,"4/5, Netaji Nagar, Tollygunge, Kolkata",Mishti,100
Kamdhenu's Kolkata,18223725,3.6,"419, Brahma Samaj Road, Behala, Kolkata",Mishti,150
Kamdhenu's Kolkata,18420497,3.6,"56, Central Road, Jadavpur, Kolkata",Mishti,150
Kamdhenu's Kolkata,22091,4,"43B, Baghajatin More, Raja S.C. Mullick Road, Jadavpur, Kolkata",Mishti,150
Kamdhenu's Kolkata,23740,3.7,"174/28A, N.S.C. Bose Road, Near Narkel Bagan, Tollygunge, Kolkata",Mishti,150
Kamdhenu's Kolkata,23741,4,"596, Santoshpur Avenue, Near Jora Bridge, Santoshpur, Kolkata",Mishti,150
Kamdhenu's Kolkata,25400,4.1,"Lake Market, Near Big Bazaar, Lake Market Area, Kolkata",Mishti,150
Kamdhenu's Sweets Kolkata,18377072,3.7,"3151, Sanjervani Apartment, Garia Main Road, Garia, Kolkata",Mishti,150
Kandy Crush Howrah,18166911,3.4,"1/1, Kshirode Chandra Ghosh Road, Near Howrah A.C. Market, Dobson Road, Howrah",Ice Cream,300
Kandy Crush Kolkata,18311156,3.7,"26/P, Duttabari Road, EM Bypass, Sector 1, Salt Lake",Ice Cream,300
Kandy Crush Kolkata,18601439,4,"11 Harish Mukherjee Road, Bhawanipur, Kolkata",Ice Cream,300
Kandy Crush Reloaded Kolkata,18377101,4.1,"CF 119, salt lake Sector 1 Near swimming pool, beside Gupta brothers., Sector 1, Salt Lake","Ice Cream, Desserts",300
Kanha Howrah,22850,3.2,"129, G.T. Road, Near Fazir Bazar, Shibpurr, Howrah, Shibpur, Howrah","North Indian, Street Food, Mishti",400
Kanha Kolkata,21701,3.6,"35, Bentick Street, Esplanade, Kolkata","North Indian, Street Food, Mishti",400
Kanishka Pav Bhaji Howrah,18610472,2.6,"5, Second Floor, Dr Abani Dutta Road, Dobson Road, Howrah","Fast Food, Beverages",150
Kankurgachi Dhaba Kolkata,18461760,3.8,"P-5 CIT Road, Scheme 7M, Kankurgachi, Kolkata","Biryani, Chinese, North Indian, Rolls",300
Kanupriya Gupta Kolkata,25602,3.1,"Alishaan Apartments, 5A, Alipore Park Road, Alipore, Kolkata",Bakery,400
Kaos Kolkata,18198676,3.8,"Shakespeare Sarani, Theatre Road, Kolkata","Desserts, Bakery",300
Kapila Ashram Kolkata,24301,3.7,"204/2, Bidhan Sarani, Machuabazar, Kolkata","Beverages, Bakery",100
Karan Fast Food Kolkata,23493,3.1,"53/B, Muktaram Babu Street. Jagmohan Saha Lane, Bara Bazar, Kolkata","Chinese, Fast Food",150
Kareem's Kolkata,18471909,4.3,"PS Srijan Corporate Park, Plot G-2, Block GP, Retail Unit 2, Tower 1, Sector 5, Salt Lake, Kolkata","Biryani, Beverages, North Indian, Hyderabadi, Mughlai, Kebab","1,250"
Kareem's Kolkata,18665212,4.2,"55 B, Mirza Ghalib Street, Park Street Area, Kolkata","Mughlai, North Indian, Hyderabadi, Biryani, Kebab","1,200"
Karma Kettle Kolkata,18571782,4.4,"4, Swinhoe Sreet, Ballygunge, Kolkata","Cafe, Tea",600
Karodia Brothers Kolkata,18350472,-,"83, Rabindra Sarani, Bara Bazar, Kolkata",Mishti,200
Karri Klub Kolkata,22662,3.6,"2nd Floor, Rani Market, 1, S.M. Ali Road, Barrackpore, Kolkata","North Indian, Chinese",550
Kasan - The Flavours Of India Kolkata,20283,3.4,"6/3A, A.J.C. Bose Road, Park Circus Area, Kolkata","North Indian, Chinese",800
Kasba Korner Kolkata,18727022,3.2,"187/4, Banku Bihari Chatterjee Rd, Kasba, Kolkata","North Indian, Chinese, Fast Food",500
Kashi Fast Food Kolkata,18566717,3.6,"16, Kalakar Street, Bara Bazar, Kolkata",North Indian,200
Kashmir Biryani Howrah,22757,3,"Rehman Complex, Ankurhati Checkpost, Bombay Highway 6, Salop, Kona Exp Way, Kolkata, Kona Exp Way, Howrah",Biryani,150
Kashmiri & More Kolkata,18669762,3.1,"Shop 6, 1050/1, Unnayan The Commercial Complex, Survey Park, Ajoy Nagar, Kolkata","Biryani, North Indian, Kebab, Mughlai",300
Kashmiri & More Kolkata,18671403,-,"Gate 1, Near Siddha Galaxy, Raigachi, Bodtalla, Rajarhat, New Town, Kolkata","Biryani, North Indian, Kebab, Mughlai",300
Kasturi Kolkata,18771526,3.4,"6/2, Sudder Street, Near New Market Fire Brigade, New Market Area, Kolkata","Bengali, Bangladeshi",700
Kasturi Restaurant Kolkata,18017608,3.8,"1, Nayapatty Road, Near Diamond Plaza Mall, Nagerbazar, Kolkata","Bengali, Bangladeshi",650
Kasturi Restaurant Kolkata,18237060,3.8,"9B, Central Road, Jadavpur, Kolkata",Bengali,600
Kasturi Restaurant Kolkata,18663023,3.8,"55/26 S N Banerjee Road, Maya Complex, Barrackpore, Kolkata","Bengali, Bangladeshi",600
Kasturi Restaurant Kolkata,21576,4.1,"7A, Mustaque Ahmed Street, New Market Area, Kolkata","Bengali, Bangladeshi",600
Kasturi Restaurant Kolkata,21829,4.2,"13/6B, Anil Moitro Road, Near Patha Bhabvan Montessori School, Ballygunge, Kolkata","Bengali, Bangladeshi",650
Kasturi Restaurant Kolkata,23559,4,"11/A, Dover Lane, Hindustan Road, Near Gariahat Spencers, Rash Behari Avenue, Gariahat, Kolkata","Bengali, Bangladeshi",500
Kasturi Xpress Kolkata,18520253,3.6,"I/G-1, Pubali, Ashwini Nagar, Baguihati, Kolkata","Bengali, Bangladeshi",650
Kath Koyla Kolkata,18471941,4.3,"6B, 1st Floor, Elgin Road, Elgin, Kolkata","Italian, Salad",700
Kathakali Howrah,18702040,-,"Fun N Food Junction,62/2 Rose Merry Lane, Salkia, Howrah",South Indian,200
Kathi Junction Kolkata,18361654,3.3,"20, Bhupen Roy Road, Behala, Kolkata","Rolls, Biryani, North Indian",300
Kathi Junction Kolkata,18517553,3.4,"Mani Square Mall Food Court, Third Floor, 164/1, Maniktala Main Road, Near Apollo Gleaneagles Hospital, EM Bypass, Kankurgachi, Kolkata","Street Food, Lucknowi, Fast Food, North Indian, Mughlai, Lebanese, Finger Food",300
Kathi Junction Kolkata,18521506,-,"3rd Floor,Mani Square Mall, Kankurgachi, Kolkata","Street Food, Biryani, North Indian, Mughlai",300
Kathi Junction Kolkata,18623944,3.7,BG-33 Hanapara Kestopur,"Biryani, Kebab, Lebanese, Rolls",300
Kathi Junction Kolkata,18708271,-,"Green Park PS Sonarpur, Near Bank of India Opposite Green Park School, Narendra Pur, Kolkata","Rolls, Kebab",250
Kathi Junction Kolkata,18858230,NEW,"Shop 9, 3rd Floor, Green Plaza, Greenfield City, Behala, Kolkata","Biryani, Kebab, Lebanese, Rolls",300
Kathleen Howrah,23003,2.9,"4, Dobson Road, Howrah","Bakery, Desserts, Fast Food",150
Kathleen Howrah,23024,2.8,"166, Ashwani Mondal Road, Kadamtala, Howrah Station Area, Howrah","Bakery, Desserts, Fast Food",150
Kathleen Howrah,23037,-,"35, N.S. Ave. Sreerampore, Liluah, Howrah","Bakery, Desserts, Fast Food",150
Kathleen Howrah,23050,3,"21/1, S.N. Ganguly Road, Howrah Maidan Area, Howrah","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,18562283,3,"35A, Jogendra Basak Road, Block 4, Nainan Para, Baranagar, Kolkata","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,18681224,-,"Shop Number-14, Housing Complex, Block-III, Sulanguri, Hatiara, Baguihati, Kolkata","Bakery, Desserts",150
Kathleen Kolkata,21195,2.7,"21 Bentick  Street, Esplanade, Kolkata","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,21197,2.7,"1, A.J.C. Bose Road, Chowringhee, Kolkata","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,21199,2.3,"Ground Floor, City Centre 1, Sector 1, Salt Lake","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,22986,2.7,"835, Diamond Harbour Road, New, Thakur Pukur, Kolkata","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,22997,3,"4A, Dedar Buksh Lane, Wellesley, Kolkata","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,22999,3.1,"68, Hem Chandra Naskar Road, Kankurgachi, Kolkata","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,23028,2.8,"4th Floor, Axis Mall, Block CS, Major Arterial Road, Rajarhat New Town, Kolkata","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,23033,3.1,"73, Lenin Sarani, Tara Tala, Kolkata, Taltala","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,23034,3,"G/C/1, Eden Shop, Green Wood Park, New Town, Kolkata","Bakery, Desserts, Fast Food",150
Kathleen Kolkata,23056,3,"Dhakuria Station Road, Dhakuria, Kolkata","Bakery, Desserts, Fast Food",150
Kauser Aunty Kolkata,18514710,3.1,"16/1E/1, East Topsia Road, Topsia, Kolkata",North Indian,400
Kaveh - House of Nawabs Kolkata,18839783,NEW,"192A, Sarat Bose Road, 2nd Floor, Paddapukur, Kolkata","Mughlai, North Indian",800
Kaveh House Of Nawabs Kolkata,18818053,NEW,"2nd Floor, 192/A Sarat Bose Road, Southern Avenue, Kolkata","North Indian, Mughlai, Beverages, Desserts",800
Kaviar Kolkata,18351506,3.7,"LB-2, Sector 3, Salt Lake","Continental, North Indian, Mughlai",800
Kay Vee Kolkata,24103,2.9,"1700, Rajdanga Main Road, Near Kasba New Market, Kasba, Kolkata","North Indian, Chinese",300
Kaynat Hazi Biryani Kolkata,18684865,3.1,"Ruby Hospital Near Gate No.2, Ruby Hospital Area, Kolkata",Biryani,200
Kebab Hut Kolkata,18461741,3.1,"Near Tank 13, Besides IA Market, Sector 3, Salt Lake",Mughlai,300
Kebab Junction Kolkata,18440202,2.7,"Near The Indian College of Arts and Draftsmanship, Dum Dum Cossipore Road, Surer Math, Dum Dum, Kolkata","North Indian, Mughlai",400
Kebab Kolkata Kolkata,18591023,-,"A43, Amarabati, Sodepur, Kolkata",Mughlai,400
Kebab-e-Que - The Astor Hotel Kolkata,21530,4,"The Astor, 15, Shakespeare Sarani, Near Nightingale Hospital, Camac Street Area, Kolkata","North Indian, Continental, Chinese, Asian","1,700"
Kebabish Grill India Kolkata,25716,3.4,"The Blessing, 6/1, Nagerbazar, Kolkata","North Indian, Chinese, Lebanese, Mughlai",500
Kekolette Kolkata,18612055,-,"10B, Haramohan Ghosh Lane, Kankurgachi, Kolkata",Bakery,500
Kera South Indian Kolkata,21051,3.4,"22/A, Fazlul Haque Sarani, Jhowtala Road, Park Circus Area, Kolkata","South Indian, North Indian",300
Kesar Kolkata,18725448,3.3,"10, Sarat Bose Road, Elgin, Kolkata","North Indian, South Indian, Chinese",500
Ketchup Kasundi Kolkata,18523114,-,"23/S, Block B, New Alipore, Kolkata","Fast Food, Bakery",300
Kettle Petal Kolkata,18631379,4.2,"P-235, Block B, Lake Town",Bakery,250
Ketuz Kolkata,25655,2.1,"14X, Dum Dum Road, Near Dum Dum New Market, Dum Dum, Kolkata","Chinese, North Indian",650
Keventers Howrah,18471938,4.1,"Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah",Beverages,400
Keventers Kolkata,18343753,4.2,"Fourth Floor, 10/3 Elgin Road, Forum Mall, Elgin, Kolkata",Beverages,400
Keventers Kolkata,18368690,4.3,"3rd Floor, Food Court, 1858, Acropolis Mall, Rajdanga Main Road, Kasba, Kolkata",Beverages,400
Keventers Kolkata,18452234,4.2,"Basement, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",Beverages,400
Keventers Kolkata,18471926,3.8,"Nandan Building, 17/1D, Alipore Road, Alipore, Kolkata",Beverages,400
Keventers Kolkata,18510412,4.3,"Ground Floor, City Center 1, Sector 1, Salt Lake",Beverages,400
Keventers Kolkata,18511563,3.9,"10, Wood Street, Camac Street Area, Kolkata",Beverages,400
Keventers Kolkata,18516866,4.4,"164/1, 3rd Floor, Mani Square Mall, Maniktala Nain Road, Kankurgachi, Kolkata",Beverages,400
Keventers Kolkata,18532379,4.2,"Omega Building, Bengal Intelligent Park, Block Ep& Gp, Salt Lake City, Salt Lake City Sector 5",Beverages,400
Keventers Kolkata,18557523,3.9,"Ground Floor, Hotel Mangalam, 44/2 Sarat Bose Road, Paddapukur, Kolkata",Beverages,400
Keventers Kolkata,18590402,4.3,"Food Court Counter no. 10B 4th Floor, Lake Mall, 104, Rashbehari Avenue, Lake Market Area, Kolkata",Beverages,400
Keventers Kolkata,18765201,3.6,"City Centre 2, Chinar Park, Kolkata",Beverages,400
Kewpie's Kolkata,20286,3.4,"2, Elgin Lane, Near Netaji Bhawan, Elgin, Kolkata",Bengali,"1,000"
Khaatir Kolkata,18523770,3.6,"408 A, Tank 4, Near Jubak Brinda Club, Dum Dum Park, Bangur, Kolkata","North Indian, Chinese, Biryani",550
Khabar - The Eatery Kolkata,18200597,2.9,"58, Canal Circular Road, Kadapara, Phool Bagan, Inside Apollo Gleneagles Hospital, Kankurgachi, Kolkata","Chinese, North Indian",500
Khabar Ghar Kolkata,18855461,NEW,"8/1, Dover Lane, Near Gariahat Police Station, Gariahat, Kolkata","Bengali, Mughlai, Biryani, Chinese, Fast Food, North Indian",300
Khai Khai Kolkata,18726992,-,"191, Naskarhat Madhyapara, Kasba, Kolkata","Chinese, North Indian, Mughlai",300
Khaibar Cafe Kolkata,18754239,3.3,"Jadavpur, Opposite Jadavpur University Gate 4, Jadavpur, Kolkata",Fast Food,200
Khaibar Pas Restaurant Kolkata,18818284,NEW,"74 B.R.B G.T Road, Sakher Bazaar, Bhadrakali, Uttarpara, Kolkata","North Indian, Chinese",300
Khalsa Dhaba Kolkata,18791340,NEW,"65/1 Sarat Bose Road, Lansdowne Market, Bhawanipur, Kolkata","North Indian, Chinese",250
Khalsa Hotel Kolkata,25671,3.2,"12, Hazra Road, Near Auto Stand, Hazra, Kolkata",North Indian,300
Khan Chacha Rocks Kolkata,18809224,NEW,"DC-9A, Sector 1, Salt Lake, Kolkata","Biryani, Rolls",300
Khan Saheb Kolkata,22137,3.3,"79, Deshpran Sasmal Road, Near Charu Market Police Station, Tollygunge, Kolkata","North Indian, Chinese, Rolls",500
Khana Khazana Howrah,21455,3.8,"1/1/B, Khirode Chandra Ghosh Road, Dobson Road, Howrah","North Indian, Chinese",600
Khana Khazana Kolkata,18568349,-,"29/A, Sir Hariram Goenka Street, Bara Bazar, Kolkata","North Indian, Chinese",400
Khana Khazana Kolkata,25161,3.4,"56, Santoshpur Avenue, Santoshpur, Kolkata","Chinese, North Indian",400
Khana Khazana New Chinese Fast Food Centre Kolkata,22756,3.5,"68C, Hazra Road, Hazra, Kolkata","Chinese, Fast Food, Momos",200
Khana Peena Food Corner Kolkata,18559831,3.3,"12/4, R.N.T.P. Road, Shyamnagar, Barrackpore, North 24 Parganas, Kolkata","Chinese, North Indian, Mughlai",400
Khana khazana Kolkata,18610732,3.3,"823,Haridhan Chakraborty Sarani, Paschatya Para,Kolkata","Chinese, North Indian, Bengali",400
Khanasutra - Park Prime Kolkata,21620,3.7,"Hotel Park Prime, 226, A.J.C. Bose Road, Minto Park, Kolkata","North Indian, Chinese, Continental, Italian","1,600"
Khane Ki Suruat Howrah,18513905,3.2,"2nd Floor, Food Court, Forum Rangoli Mall, Liluah, Howrah","North Indian, Mughlai",500
Khanti Damodaar Seth Kolkata,18577248,3.7,"1 Lake Place, 1st Floor, Beside Charuchandra College, Kalighat, Kolkata","Bengali, Indian, Mughlai",700
Khao Piyo Kolkata,22043,2.8,"32, S.N. Banerjee Road, Taltala, Kolkata","Chinese, Street Food",250
Khawab Kolkata,18672415,-,"P60. Phase 2. Kasba Industrial Estate, Kasba, Kolkata","North Indian, Biryani, Hyderabadi",600
Khawab Kolkata,20725,3.1,"Unnayan The Condovile, Shop No 3, 1050/1, Survey Park, Ajoy Nagar, Kolkata","North Indian, Biryani, Hyderabadi",600
Khawab Kolkata,21727,3.5,"18, Girish Avenue, Shyam Bazar, Kolkata","North Indian, Biryani, Hyderabadi",600
Khawabo Jatane Kolkata,18543636,3.2,"580/3, Jawpur Road, Motijhil, Dum Dum, Kolkata",Bengali,400
Khawabo Jataney Kolkata,18566836,3.1,"1/424, Gariahat Road, Jodhpur Park Bus Stop, Gariahat, Kolkata","Bengali, Chinese",300
Khayali Pulao Kolkata,18703837,3.7,"J1/16, EP Block, Saila Tower, Sector 5, Salt Lake","North Indian, South Indian, Fast Food",250
Khaza Biryani House Kolkata,22532,3.4,"7, Sadananda Road, Hazra, Kolkata",Biryani,200
Khichdi Khichri Kolkata,18287250,4,"A 107, Metropolitan Cooperative Housing Society, Sector A South Canal Road, Beliaghata, Kolkata",Healthy Food,500
Khirki Shri Hari Jalpan Shop Kolkata,22581,3.9,"128A, Block G, New Alipore, Kolkata",Street Food,150
Khopcha Cafe & Lounge Kolkata,18820627,NEW,"24 Ray Street, Near Bhawanipur Collage, Near Park Street Area, Kolkata","Cafe, Continental, Italian",700
Khuro Mahashay Kolkata,23679,3.3,"108, Simla Street, Raja Bazar, Machuabazar, Kolkata",Mishti,100
Khusbu Kolkata,20819,3,"61, S.P. Mukherjee Road, Near Basusree Cinema, Hazra, Kolkata","Chinese, North Indian",350
Khushi Cake Howrah,18739694,3.4,"Howrah AC Market, Dobson Road, Howrah","Desserts, Bakery",400
Khushi Fast Food Centre Kolkata,22101,3.1,"47, Rafi Ahmed Kidwai Road, Wellesley, Kolkata","Street Food, Chinese",200
Khushi South Indian Food Plaza Kolkata,23220,3.2,"6, Gariahat Road (South), Dhakuria, Kolkata",South Indian,200
Khusi Restaurant Kolkata,18805991,NEW,"336, Indira Gandhi Road, Mansa Tala, Konnagar, Kolkata","Chinese, North Indian",300
Khyber Park Kolkata,18764597,-,"147/129 Udaipur More, Madhusudhan Banerjee Road Belghoria, Kolkata","Chinese, North Indian, Fast Food",300
Khyber Pass Kolkata,18386818,2.7,"Shop 174B, Rash Behari Avenue, Near Triangular Park, Hindustan Park, Kolkata","North Indian, Chinese",500
Kiaat Reloaded Kolkata,18377092,3.6,"2A, Thakurbari Road, Lake Market Area, Kolkata","Cafe, Chinese, Continental",500
Kiaat Villagio Kolkata,18673515,3.6,"203, 5th Floor, Sarat Bose Road, Desapriya Park, Kolkata","Continental, Chinese, Italian, Momos",700
Kichhukshan Restaurant Howrah,18134891,3.7,"23/2/2, Bhagwan Chatterjee Lane, Kadamtala, Howrah Station Area, Howrah","North Indian, Chinese",450
Kichukhhon Kolkata,22672,2.9,"47, Rajpur Bazar, N.S.C. Bose Road, Garia, Kolkata","Fast Food, North Indian, Chinese",500
Kim Fa Kolkata,23096,3.9,"9, South Tangra Road, Tangra, Kolkata",Chinese,500
Kim Lawn Kolkata,20292,2.9,"IA 275, Sector 3, Salt Lake","Chinese, North Indian, Fast Food",500
Kim Li Loi Kolkata,18833815,NEW,"56, Matheswartala Road, Tangra, Kolkata","Chinese, Finger Food","1,000"
Kim Ling Kolkata,20709,3.6,"178, Sarat Bose Road","Chinese, Seafood",600
Kim Ling Kolkata,23179,3.9,"13, South Tangra Road, Tangra, Kolkata",Chinese,850
Kim Wah Kolkata,18760270,3.4,"248/1, Rajdanga Main Road, Kasba, Kolkata",Chinese,300
Kim Woh Kolkata,18730146,-,"8, Shanti Pally, Rajdanga Main Road, Kasba, Kolkata",Chinese,300
Kimli Kolkata,20293,4,"56G, Purnadas Road, Hindustan Park, Kolkata",Chinese,600
Kimli Restaurant Kolkata,18783316,NEW,"61A, Matheswartala Road, Tangra, Kolkata",Chinese,"1,000"
King Khan Kolkata,21753,2.9,"267, B.B. Ganguly Street, Bow Bazar, Kolkata","North Indian, Chinese, Mughlai",450
King Shawarma Express Kolkata,18669260,3.1,"Shop 5, Unitech Infospace, Gate 2, New Town, Kolkata","Lebanese, Fast Food",200
King's Bakery Kolkata,18680578,3.9,"Rosedale Plaza, Counter Number 8, Action Area III, New Town, Kolkata","Cafe, Bakery, Fast Food",450
King's Kitchen Howrah,18607400,-,"109, Netaji Subhas Road, Naora, Shibpur, Howrah","Mughlai, Chinese",500
King's Royal Kolkata,18343748,3.1,"DA 4/14, Sastri Bagan, Baguihati Joramandir, Baguihati, Kolkata","Chinese, North Indian",500
Kingothai Kolkata,18592693,2.9,"129, Block A, Near Jaya Cinema, Lake Town, Kolkata, West Bengal 700089, India",Thai,300
Kingring Kolkata,18837042,NEW,"9/29, Pashupati Bhattacharya Road, Tollygunge, Kolkata","Chinese, Fast Food",300
Kings Grill Kolkata,21469,3.8,"P125,   Near Jaya Cinema, Block A, Lake Town, Lake Town, Kolkata","Chinese, Street Food, North Indian, Rolls",300
Kingston Hotel Kolkata,18134897,3,"394, Jessore Road, Bangur, Kolkata","North Indian, Chinese",750
