Tandoor Nawabi,18398873,Golf Green
Midnight Belly,18519595,Golf Green
Hatari,21862,Golf Green
S'blended,18575423,Golf Green
Kurry,18683750,Golf Green
DMS Food,18671235,Golf Green
Cafe Coffee Day,21091,Golf Green
Hunger's Chowk,18525154,Golf Green
Bhookh Pitaara,18548456,Golf Green
Hotel Maharaj,18625264,Golf Green
Chai Addaa,18546679,Golf Green
Ishee'z Kitchen,18431452,Golf Green
The Greedy Owl,18429596,Golf Green
Whip Up,18652712,Golf Green
The Silk Route,24568,Golf Green
Santa's Fantasea,24530,Golpark
Momo I Am,18531167,Golpark
Mio Amore,25240,Golpark
Beans n Bites,18570555,Golpark
Tandoor House,18259433,Golpark
The Whistling Kettle,18498773,Golpark
Tinny Da Dhaba,21050,Golpark
Raspberry Bistro,18818042,Golpark
Koshe Kosha,21669,Golpark
Mitra Cafe,21127,Golpark
Iceberg,20813,Golpark
Ong Bong Chong,18636345,Golpark
Kabuliwala,18685355,Golpark
The Grub Club,20661,Golpark
Aminia,22179,Golpark
Mamamomo,18615410,Golpark
Kafe 9,18420479,Golpark
Banchharam's,18793913,Golpark
Ganguram & Sons,22584,Golpark
FNP Cakes & More,23722,Golpark
Crossroad Crystal,18642378,Golpark
Wakeup Cafe,18237073,Golpark
Bedwin,18565728,Golpark
The Cafe Store,18736430,Golpark
Mouchak,25631,Golpark
Mission Cafe,22905,Golpark
Cake Cookies & More,23639,Golpark
Shankar Cabin,18361652,Golpark
who said PIZZA ??!!,18217457,Golpark
Upper Crust,25157,Golpark
The Sugarr & Spice,21043,Golpark
Fresh-N-Up,20637,Golpark
Just Baked,20988,Golpark
Saptarshi,21150,Golpark
Ralli's,20809,Golpark
Yo Tibet,18618047,Golpark
Bengal Food Factory,18618760,Golpark
New Karco Hotel,18589709,Golpark
The Fresh-N-Up,18657680,Golpark
Cafe Coffee Day,21942,Golpark
Samrat Fast Food Centre,18249158,Golpark
Zaika,22017,Golpark
Bon Appetit,21885,Hazra
Denzong Kitchen,18354589,Hazra
BJs Sports Restrau Cum Lounge,18265479,Hazra
Cafe ICanFlyy,18565322,Hazra
Jai Hind Dhaba,24428,Hazra
Potstickers,18568880,Hazra
Khana Khazana New Chinese Fast Food Centre,22756,Hazra
Haldiram's Prabhuji,25163,Hazra
Swad Er Bangla,18800473,Hazra
Tandoori Darbar,21046,Hazra
Noodle MEE,18783376,Hazra
Raj Restaurant,20784,Hazra
Haze,18693106,Hazra
Nastos,18749902,Hazra
A DATE WITH ME CAFE LOUNGE,18867065,Hazra
To Die For,18361643,Hazra
Khaza Biryani House,22532,Hazra
The Corner Courtyard,23636,Hazra
Tufaani Biryani,24416,Hazra
Spice Studio,18806846,Hazra
Chocolat-E-Du-Monde,18728301,Hazra
Ammini,21548,Hazra
Hotel Swagath,21507,Hazra
Old Novelty Eating House,25670,Hazra
Hazi Shaheb,18617781,Hazra
Cafe Mezzaluna,18368689,Hazra
Petuk,24811,Hazra
The Baking Point,18655740,Hazra
Kolkata Kitchen,18681045,Hazra
Utsav Restaurant,21348,Hazra
Sonar Bangla,18617266,Hazra
Mio Amore,25254,Hazra
Ghare Baire,18244432,Hazra
Just Baked,21039,Hazra
Gobbler,18578450,Hazra
Aala,18557518,Hazra
Garden Cafe,18515237,Hazra
Raj's Multicuisine Restaurant,18398850,Hazra
Classic Fast Food Centre,24415,Hazra
Cocoa,25118,Hazra
Khalsa Hotel,25671,Hazra
H Street Baker,18017633,Hazra
Cafe-De-Luxe Restaurant,18698350,Hazra
Cake Studio,18498754,Hazra
Shree Shree Balaji,18757944,Hazra
Raj Confectioners,23094,Hazra
Ganguram,24402,Hazra
Cakes N More,18747197,Hazra
Sai Cafe,18354581,Hazra
Comfotel,18166924,Hazra
Nastawala,18621304,Hazra
Kathleen,22987,Hazra
Deshbandhu Mistanna Bhandar,23771,Hazra
Swaad Kitchen,18440203,Hazra
The French Loaf,18638365,Hazra
Bee Tails,18728314,Hazra
Vaiya's,22716,Hazra
Salmco,23091,Hazra
Ratna Restaurant,24414,Hazra
The Sugarr & Spice,18128483,Hazra
Khusbu,20819,Hazra
K2,18540454,Hazra
Nu Wan Li,21070,Hazra
Bhojohori Manna,20071,Hazra
Cafe Coffee Day,21089,Hazra
Belly Petrol,18604279,Hazra
Saptapadi,18270233,Hindustan Park
Wanderwall,18802433,Hindustan Park
Café Drifter,18377085,Hindustan Park
The Coastal Macha,18382762,Hindustan Park
Sienna Store & Cafe,18237062,Hindustan Park
KFC,18646083,Hindustan Park
Wise Owl,21997,Hindustan Park
Kimli,20293,Hindustan Park
Sudipar Rannaghor,18162696,Hindustan Park
Petit4s,18820732,Hindustan Park
The Wise Owl Steakhouse,25679,Hindustan Park
Bliss,20083,Hindustan Park
Krystal Chopstick,20844,Hindustan Park
The Tea Place by Manjushree,18564289,Hindustan Park
La Maison Des Délices,23817,Hindustan Park
Hungry Tide,21634,Hindustan Park
Kookie Jar,18566795,Hindustan Park
Texan BarBacon,18596819,Hindustan Park
Mishti Katha,18678733,Hindustan Park
Tero Parbon,20847,Hindustan Park
Byloom Canteen,22665,Hindustan Park
The Fat Filler,18593946,Hindustan Park
Bysha,18739028,Hindustan Park
China Wok,25637,Hindustan Park
Coffee N Mood,23873,Hindustan Park
Azad Hind Dhaba,20606,Hindustan Park
Baskin Robbins,18368682,Hindustan Park
Mystic Yoga Cafe,18311144,Hindustan Park
Indthalia,20621,Hindustan Park
Hongkong Express,21313,Hindustan Park
Jhaaley Jholey Ombole,23355,Hindustan Park
Agomoni,18440240,Hindustan Park
The Mad Baba,18683374,Hindustan Park
Criollo Bites,18626469,Hindustan Park
Khyber Pass,18386818,Hindustan Park
Calcutta Bistro,20613,Jadavpur
Denzong Kitchen,23295,Jadavpur
Calcutta Pi,18810764,Jadavpur
Cafe Art Street,18745513,Jadavpur
Bawarchi Family Restaurant,20061,Jadavpur
Golden Gate,20681,Jadavpur
The Big Byang,18856557,Jadavpur
China Green,25078,Jadavpur
Burger N Fried,18794901,Jadavpur
Cafe : Plot 15,18571713,Jadavpur
Banzara,20904,Jadavpur
Koko Chino,18665899,Jadavpur
The Chef,20735,Jadavpur
Hindusthan Sweets,22904,Jadavpur
Ajooba Biryani centre,18125591,Jadavpur
M M Fast Food Center,18343767,Jadavpur
Cantonese Restaurant,18386814,Jadavpur
Maa Trinayani Restaurant,18213969,Jadavpur
Liza's Kitchen,18852900,Jadavpur
Koshe Kosha,18162689,Jadavpur
Naushiijaan,18677155,Jadavpur
Bellagio,21558,Jadavpur
Saptapadi,23953,Jadavpur
Kamdhenu's,22091,Jadavpur
DEF,18134890,Jadavpur
Kasturi Restaurant,18237060,Jadavpur
Wow! Bangali,18752298,Jadavpur
Bazeegar,22172,Jadavpur
Go Chinese,18461763,Jadavpur
Banchharam,22594,Jadavpur
Silver Dine,18824061,Jadavpur
Aanja,18573802,Jadavpur
Beche Thakar Gaan,18655558,Jadavpur
Hindustani Dhaba,18795187,Jadavpur
Bhooter Raja Dilo Bar,21435,Jadavpur
Moni Da's Food Cafe,18260589,Jadavpur
Swissyum Concept Foods,18414438,Jadavpur
Blue Lagoon,20085,Jadavpur
Food Valley,21392,Jadavpur
Bon Ami,18221909,Jadavpur
Cafe Kabira,18431332,Jadavpur
London Lounge,24463,Jadavpur
The Nest Cafe,18296363,Jadavpur
Mio Amore,25257,Jadavpur
The Chicken Xpress,18685995,Jadavpur
Swader Kitchen,18801700,Jadavpur
Bake Club,21635,Jadavpur
The Fried Factory,18457102,Jadavpur
Krazy Biryani,25597,Jadavpur
Ahare Bahar Ranna Ghar & Mexican Food,18877765,Jadavpur
Shampa's Kitchen,18296329,Jadavpur
Zaika,21484,Jadavpur
The Dhaba,21694,Jadavpur
Paparazzo,18686082,Jadavpur
Suruchi,21969,Jadavpur
Badshah Snacks,22022,Jadavpur
China City,18735848,Jadavpur
Flavour of Chennai,18818057,Jadavpur
Asian Mix Eating House,18531788,Jadavpur
Chocojaadu,18296357,Jadavpur
RFC,18559077,Jadavpur
Tanjore,24450,Jadavpur
Bedwin,21413,Jadavpur
Indian Coffee House,21763,Jadavpur
Kathleen,23054,Jadavpur
Shree Krishna Mistanna Bhandar,18277612,Jadavpur
Golpo Gujob,18719475,Jadavpur
Adda O Baithak,18622205,Jadavpur
Bake Paradise,22657,Jadavpur
New Veselka,18420495,Jadavpur
The Drums of Heaven,18800917,Jadavpur
Just Sandwich,18778734,Jadavpur
Wow Burger,18557439,Jadavpur
Chennai Express,18559245,Jadavpur
Thali - Only Alibaba,18281737,Jadavpur
The French Loaf,18617895,Jadavpur
Soya,23882,Jadavpur
Food Valley Hotel,25079,Jadavpur
Jaiswal Tasty Corner,18265449,Jadavpur
Old Ajooba Biryani Centre,18857918,Jadavpur
The Pool Cafe,18718410,Jadavpur
Parathas,18744189,Jadavpur
Bhukkar Party,18766103,Jadavpur
Kolkata 32,18452224,Jadavpur
Sukla's Kitchen,18616978,Jadavpur
Alshe Burro,18650066,Jadavpur
Mom's Magic,18640949,Jadavpur
Sampa's Kitchen,18650875,Jadavpur
Sima's Fast Food Centre,22860,Jadavpur
Saha Food Snacks,25521,Jadavpur
Khaibar Cafe,18754239,Jadavpur
Rannaghar,18795810,Jadavpur
Madhurima's Kitchen,18265475,Jadavpur
Royal Food Valley,22151,Jadavpur
Amra Odbhuth Cafe,18733416,Jadavpur
2 High Chefs,18640335,Jadavpur
Labanga,18790680,Jadavpur
Just Fried,18566720,Jadavpur
Indo Chinese,18751470,Jadavpur
Dalchhut Adda,18578568,Jadavpur
Mishti Mukh,23860,Jadavpur
New Sri Hari Mistanna Bhandar,18382554,Jadavpur
The Howrah Bridge,21475,Jadavpur
Pan-tastic,18684673,Jadavpur
Tara Hassel,18727510,Jadavpur
Kokobana Garden Cafe,18249173,Jadavpur
Cafe Coffee Day,18420378,Jadavpur
Southern Spice & Bango China,18571937,Jadavpur
Spiced!,18624278,Jadavpur
As You Like Eat,18658326,Jadavpur
Jhoro Kitchen,18697253,Jadavpur
Mishti Katha,18720951,Jadavpur
O 3 Rolls,18741653,Jadavpur
Ganguram & Sons,24393,Jadavpur
Mumma's Love,18431474,Jadavpur
Nandan's Kitchen,18771612,Jadavpur
Loonfung,18775766,Jadavpur
Bengal Food Factory,18676386,Jadavpur
Ghosh Sweets,24108,Jadavpur
Pure Indulgence,18498772,Jadavpur
The Sugarr & Spice,18070801,Jadavpur
CFC,18549460,Jadavpur
Monda Mithai,22906,Jadavpur
Lord Shiva's Den,18498776,Jadavpur
La Cocina,18763434,Jadavpur
iinsta Food,18763300,Jadavpur
Roll Man,24852,Jadavpur
Blue Mug,18420517,Jodhpur Park
Abar Baithak,24657,Jodhpur Park
Roasted Beans,18591595,Jodhpur Park
The Shed,18650731,Jodhpur Park
Melodrama,25377,Jodhpur Park
Domino's Pizza,20170,Jodhpur Park
Hogsworth,18640886,Jodhpur Park
Eden's  Kitchen,18716927,Jodhpur Park
The Noodle Hub,18551864,Jodhpur Park
Don Giovanni's,21015,Jodhpur Park
Cafe Positive,18719062,Jodhpur Park
Momo Man,18665865,Jodhpur Park
Little Pingu,18793315,Jodhpur Park
Meringue,25624,Jodhpur Park
Koli Kaaler Cafe,18766535,Jodhpur Park
Chennai Express,18566719,Jodhpur Park
The Green Room,18646725,Jodhpur Park
Rollick,18670744,Jodhpur Park
Meezaan,18162670,Jodhpur Park
Bengal Food Factory,18618940,Jodhpur Park
Amar Prem,18779225,Jodhpur Park
28A Rannaghar,18639992,Jodhpur Park
The Sugarr & Spice,24146,Jodhpur Park
Bomby's Weekend Takeaway,18515276,Jodhpur Park
Wrap Swap,18676415,Jodhpur Park
K.C. Das,25115,Jodhpur Park
Foodhub,18868983,Jodhpur Park
Kung Pao,18440236,Jodhpur Park
Lokaahar,18204346,Jodhpur Park
The Taste Maker,20734,Jodhpur Park
The Victoria,18544983,Jodhpur Park
Good Morning Restaurant,18797150,Jodhpur Park
Banchharam's,22587,Jodhpur Park
Buddha Bites,24462,Jodhpur Park
Seedz Beanz N Aroma,21675,Jodhpur Park
Suufiyana,18862913,Kalighat
Bachan's Dhaba,21251,Kalighat
Apanjan,22206,Kalighat
Khanti Damodaar Seth,18577248,Kalighat
Mio Amore,25328,Kalighat
Cafe Heritage,18386821,Kalighat
Wow Bangla,18498788,Kalighat
Pithe Bilashi ,18545953,Kalighat
Ginger,20885,Kalighat
Ujjala Chanachur,18613018,Kalighat
Hazelnut Exotic Bakes,18398376,Kalighat
Would You Waffle,18636586,Kalighat
Bijoli Grill Foods Corner,25559,Kalighat
Desher Khabar,24223,Kalighat
K. C. Das Grandson,22409,Kalighat
Wow! Momo On Wheels,18354610,Kalighat
Nalin Chandra Das & Sons,23042,Kalighat
Singh N Ching,18224045,Kalighat
Sethi Hotel,21670,Kalighat
Chopstick,18679915,Kalighat
Gangs 24,18729896,Kalighat
K-26,18679298,Kalighat
Skewers,18440212,Kalighat
Aahaar,18765390,Kalighat
Adi Sree Hari Mistanna Bhandar,24591,Kalighat
Foodsy,18871071,Kalighat
Masala Club,18166919,Kalighat
Dessert Walla,18262374,Kalighat
Regale,20717,Kalighat
Pareeseva,25755,Kalighat
Priyanka Sweet & South Indian,18432060,Kalighat
Shuvaa's Crunch,18653844,Kalighat
Annapurna Mistanna Bhandar,24827,Kalighat
Bengal Food Factory,18676440,Kalighat
MDE Food Centre,18549392,Kalighat
Hotel Sathi,22072,Kalighat
Hungry Kya?,18729516,Kalighat
Wasabee,22188,Kalikapur
Enamiah Restaurant & Caterer,18265446,Kalikapur
Shaam-e-Awadh,18648178,Kalikapur
Baked & Fried,25474,Kalikapur
Inception,18848615,Kalikapur
Mio Amore,25315,Kalikapur
The Hubb,18525759,Kalikapur
B.M. Fast Food,24107,Kalikapur
Maa Trinayani Restaurant,18420500,Kalikapur
The Steak Factory,18471937,Kalikapur
Spice Of Joy,18249140,Kalikapur
La Komida,24444,Kalikapur
Cup eBong,18825567,Kalikapur
Mishti Katha,18671178,Kalikapur
Only Alibaba,23834,Kalikapur
3 Cheers,18767251,Kalikapur
Wong's Kitchen,18809225,Kalikapur
Spice Route,18527840,Kalikapur
Baskin Robbins,18265453,Kalikapur
Moments,23878,Kalikapur
Ganguram,18296334,Kalikapur
Spum Water,18629488,Kalikapur
Laziz,22210,Kalikapur
Only Alibaba - Thali,18287235,Kalikapur
Flavours Of Asia,18325281,Kalikapur
Tilottama,18249182,Kalikapur
Big Boss Restora,18198684,Kalikapur
Flurys,23709,Kalikapur
Dalooks Bakers,18579009,Kalikapur
Bake Club,25084,Kalikapur
The Victoria,18869596,Kalikapur
E Kitchen,18577279,Kalikapur
The Belly Gong,18668906,Kalikapur
Hot Spot,20902,Kalikapur
Cha Chacha,18758572,Kalikapur
Thakumar Rannaghar,18711106,Kalikapur
Mini Hut,18672426,Kalikapur
Tandoor Nest ,18577276,Kalikapur
Shyamali's Kitchen,18598552,Kalikapur
Pure Sin,18607352,Kalikapur
munchkinz The Bake Studio,18625438,Kalikapur
Wow! Momo,18771419,Kalikapur
Ruchira,22198,Kalikapur
Bibiyanar Rannaghar,18749797,Kalikapur
Bhuri Bhoj,23659,Kalikapur
Homemade Delights,18213978,Kalikapur
Tripti Snacks Corner,22209,Kalikapur
Szafran,21833,Kalikapur
The French Loaf,18368676,Kalikapur
Ozora,18420364,Kasba
Hoppipola,18249144,Kasba
Asia Kitchen by Mainland China,18217475,Kasba
Chili's Grill & Bar,25718,Kasba
Punjabee Rasoi,20912,Kasba
Spicery,18754568,Kasba
6 Ballygunge Place Thali,23357,Kasba
Akshay Aahar Eatery,18805473,Kasba
Honey Da Dhaba,18597664,Kasba
KFC,18162658,Kasba
Balaram Mullick & Radharaman Mullick Sweets,22947,Kasba
Santa Delivers,18386790,Kasba
Orko'ss Restaurant,24454,Kasba
Red Bamboo Shoot Restaurant,23191,Kasba
The Biryani Inc.,18801010,Kasba
Starbucks,18630948,Kasba
Domino's Pizza,24561,Kasba
Buzz - The Gateway Hotel,23442,Kasba
Feast,21117,Kasba
Ong Bong Chong,18701862,Kasba
Let's Poaka,18683358,Kasba
Naushijaan,20918,Kasba
Chennai Express,18143271,Kasba
Krazy for Chocolates,18249146,Kasba
Ming Dimsum and Pouchong Asian Products,18672291,Kasba
Shawarma Nation,18559244,Kasba
Subway,18166918,Kasba
Street Cafe,18440229,Kasba
Foodshed,18635867,Kasba
Pied Pipers Cafe,18296327,Kasba
Afraa Deli,18716708,Kasba
Kasba Korner,18727022,Kasba
The Belgian Waffle Co.,18773843,Kasba
Drunken Monkey,18652048,Kasba
Crossroad Crystal,21818,Kasba
H2O,20700,Kasba
Coffee World,18166920,Kasba
Banchharam's,22586,Kasba
Foodsaviour,18836465,Kasba
Waffle Wallah,18714694,Kasba
China Bite,23242,Kasba
Bhoj Bilash,18562328,Kasba
Taste Maker - Fast Food Centre,18881499,Kasba
Royal Jade Chinese Restaurant,21073,Kasba
Mughal Sarai,18166916,Kasba
Silver Platter,18287268,Kasba
Azad Hind,23430,Kasba
Cheeni Kum,21869,Kasba
Keventers,18368690,Kasba
Mughal Shughal By The Way,18573377,Kasba
Eat.Repeat,18760356,Kasba
Bell Peppers,23828,Kasba
Sheerazi,24249,Kasba
Mio Amore,25339,Kasba
Cakes,21921,Kasba
Lazeez Express,23280,Kasba
The Tasty Bites,18463798,Kasba
China Garden,18569901,Kasba
Dhaba 24,18656596,Kasba
Eleven Seven,18862872,Kasba
Swirl - The Gateway Hotel,23809,Kasba
Cafe Coffee Day,18166912,Kasba
Master Dimsum,21952,Kasba
Momo Express,18821521,Kasba
The Ivy Restaurant,18642631,Kasba
Cinnabon,18724245,Kasba
The Belly Gong,18166888,Kasba
Hena Biryani,18510531,Kasba
Spice-E-Affairs,18304544,Kasba
Kim Wah,18767629,Kasba
Just Baked,18760270,Kasba
The Howrah Bridge,18259463,Kasba
Flurys,18431488,Kasba
Shourav's,18638528,Kasba
HUNGRYEE,24359,Kasba
Khai Khai,18726992,Kasba
Haldiram's Express,18867663,Kasba
DBH,18618872,Kasba
The Cream & Fudge Factory,18166927,Kasba
Adda Bites,22854,Kasba
Mambo's Recipe,18537622,Kasba
The Sugarr & Spice,18576706,Kasba
Sasta Thali,18553397,Kasba
Fusion Of China,18702509,Kasba
Kay Vee,24103,Kasba
Kwality Wall's Swirl's,18198687,Kasba
Cream Bell,18761275,Kasba
The Wall Express,18166910,Kasba
Cookie Man,18278308,Kasba
Fish n Fry,18670378,Kasba
Second Wife,18560892,Kasba
Gelato Vinto,18311141,Kasba
Wing-it,18652336,Kasba
Aahar,23502,Kasba
Tiffin Box,18666902,Kasba
Deli - The Gateway Hotel,25613,Kasba
Calcutta Calling,18354616,Kasba
The Biryani Hut & Restaurant,24209,Kasba
The Breakfast,18545499,Kasba
Khawab,18672415,Kasba
K2,18528537,Kasba
Sharma Snacks,18730152,Kasba
Singhji's,21467,Kasba
Bengali Pithe,18612213,Kasba
Choco Fantasy,18386815,Kasba
The Victoria Express,18573744,Kasba
The Drink Factory,18670342,Kasba
Beijing Express,18672408,Kasba
Ria Fast Food,21120,Kasba
Vanilla Bean Bakery,18643945,Kasba
Sampa Snacks,24250,Kasba
Ubique City,24442,Kasba
Kim Woh,18730146,Kasba
Machhli Baba Fries,18867160,Kasba
Auntie Annes,18219915,Kasba
Vaango,18228024,Kasba
Sital's,24114,Kasba
Skyline,25665,Kasba
Treats,23897,Kasba
The Tea Trove,18414409,Kasba
Ma Uma Hygienic Food,18769689,Kasba
Banaras,18670352,Kasba
Home Made Breakfast,18712084,Kasba
Red Onion,18712092,Kasba
The Empress,18747204,Kasba
Bhuribhoj,18554631,Kasba
Tea Bar,18730112,Kasba
Manokamna restaurant,18729461,Kasba
Tea Bar,18879177,Kasba
Swissyum Concept Foods,18343736,Kasba
VIP Sweets Grandsons,24119,Kasba
Luxmi Caterer and Snacks Bar,25633,Kasba
Dalchini,18636008,Kasba
Shree Shree Hari Mistanna Bhandar,24251,Kasba
Chocoknot,18755076,Kasba
Moumita Fast Food,18884766,Kasba
Combo Man,18673232,Kasba
Raikas Kitchen,18498123,Kasba
Parathawala,18613820,Kasba
Star Blue Star Biryani,24978,Kasba
Abar Khaboo,22355,Kasba
Mr. Mozza,18648001,Kasba
Holy Pipes,18641269,Kasba
Awesome Foods,18432176,Kasba
who said PIZZA ??!!,18646422,Kasba
Tommy Miah's Fried Chicken,18668579,Kasba
Baskin Robbins,17983798,Kasba
Only Alibaba,20909,Kasba
The French Loaf,18562297,Kasba
Blues,20917,Kasba
Hot meal,18553667,Kasba
Chinese Food Plaza 516,18431464,Kasba
Snacking,18663727,Lake Gardens
Momo I Am,18198678,Lake Gardens
Mufasa Restro Cafe,18817978,Lake Gardens
Tawa Tamancha,18669279,Lake Gardens
American Waffle House,18627193,Lake Gardens
Popular,24367,Lake Gardens
Chai Adda,18420491,Lake Gardens
The Lighthouse Cafe,18710252,Lake Gardens
Classic Tandoor,20138,Lake Gardens
Annapurna Foods,20688,Lake Gardens
Finom,18776471,Lake Gardens
The Royal Bengal Tiger Cafe,18675102,Lake Gardens
Agarwals Food Delivery,18553379,Lake Gardens
Bibi of Taaja's,23219,Lake Gardens
Bedwin,20611,Lake Gardens
Food Hood,18669040,Lake Gardens
Shaan-E-Oudh,18656597,Lake Gardens
The Complete Platter,18737692,Lake Gardens
Cafe Coffee Day,18420382,Lake Gardens
The Bakers Delight,18213959,Lake Gardens
Dacres Lane,18644967,Lake Gardens
Roasted Capsicum,18683288,Lake Gardens
Zaareen,18877588,Lake Gardens
Bong Belly,18287270,Lake Gardens
Fresh and Food,18559248,Lake Gardens
Paradiso,18520568,Lake Gardens
Tai Chien Village,18265463,Lake Gardens
Ovenly Delicie,18435019,Lake Gardens
Hotel Tandra,18518984,Lake Gardens
Hungry Folks,18645754,Lake Gardens
The Chicken Xpress,18661595,Lake Gardens
Eden's Kitchen,18716208,Lake Gardens
Time Pass Fried Corner,18688627,Lake Gardens
Mr Ready,18709719,Lake Gardens
Forkstruck,18895600,Lake Gardens
Kashmir On A Platter,18893809,Lake Gardens
Tandoor House,18476619,Lake Market Area
Barbeque Nation,18723298,Lake Market Area
KFC,18552608,Lake Market Area
Dosa @ Twist,24481,Lake Market Area
Banana Leaf @ Komala Vilas,20044,Lake Market Area
Silli Chillies,18343749,Lake Market Area
Maharani,23382,Lake Market Area
Domino's Pizza,18287274,Lake Market Area
Keventers,18590402,Lake Market Area
Chinese Pandit,18675794,Lake Market Area
Kalapata,23608,Lake Market Area
Plate-de-Poultry,24884,Lake Market Area
Pizza Hut,18781464,Lake Market Area
Wow! Momo,18521633,Lake Market Area
Zeeshan,20601,Lake Market Area
Master Dimsum,18821492,Lake Market Area
Royal Lebanese,22769,Lake Market Area
Prema Vilas,22576,Lake Market Area
The Green View Club,18198651,Lake Market Area
Radhu Babu's,22612,Lake Market Area
Amul Ice Cream Parlour,18625588,Lake Market Area
The Noodle Story,18431476,Lake Market Area
Tropical Chinese,25149,Lake Market Area
The Mango Tree,18420510,Lake Market Area
Biryani Corner,18259465,Lake Market Area
Roasted Grill,18569510,Lake Market Area
6 Ballygunge Place - Gup Shup,18634403,Lake Market Area
Hotel Tarun Niketan,18570558,Lake Market Area
Pizza Hut,18719001,Lake Market Area
The Mega Feast Club,18801834,Lake Market Area
Banchharam's,22583,Lake Market Area
Buddha Bites,18740050,Lake Market Area
The Biryani Company,18325287,Lake Market Area
Spi-Sea,18719035,Lake Market Area
Arambagh's Chicken,25154,Lake Market Area
21 Baker Street,18657924,Lake Market Area
The Masala Club,20746,Lake Market Area
Kamdhenu's,25400,Lake Market Area
Soo Fresh,18420475,Lake Market Area
Dessert Land,18540294,Lake Market Area
Gupta Brothers Sweets,18621467,Lake Market Area
Sen Mahasay,25152,Lake Market Area
Spicy Kolkata,18354585,Lake Market Area
The Belgian Bakery,18719006,Lake Market Area
Royal Chow,25653,Lake Market Area
Calcutta Food Co,18368684,Lake Market Area
Jesibo,24669,Lake Market Area
Juicy,18162685,Lake Market Area
Coffee World,18535416,Lake Market Area
Deshbandhu Mistanna Bhandar,23772,Lake Market Area
Sorbetto,18559240,Lake Market Area
Mahaprabhu Mistanna Bhander,25023,Lake Market Area
Tiffin Box,18395405,Lake Market Area
Babua Raj,18614490,Lake Market Area
Tea Junction,18707621,Lake Market Area
Street Cafe,18613726,Lake Market Area
Kiaat Reloaded,18377092,Lake Market Area
Cafe Coffee Day,18577072,Lake Market Area
Dakshin,18296354,Lake Market Area
Apanjan,18471910,Lake Market Area
Domino's Pizza,20629,Naktala
Flavours,18270251,Naktala
The Noodle Hub,18217433,Naktala
Royal Fast Food Taste ( TASTE-A-BEST),18677555,Naktala
The Magic Burner,18677119,Naktala
Tirupati,21937,Naktala
Zaikebaaz,23512,Naktala
A Date With Me,18718269,Naktala
Wake & Bake,18665237,Naktala
Mumbo Jumbo,18682165,Naktala
Momo & Adda,18789690,Naktala
Cafe Coffee Day,25062,Naktala
D Win Dragon,22446,Naktala
Apanjan Kalighat,18853700,Naktala
Mio Amore,25307,Naktala
Wow! Momo,18655623,Naktala
Hunger Struck,18808389,Naktala
Azad Hind Dhaba,18562312,Naktala
Anish Fast Food,24424,Naktala
Bengal Pizza Service,18143237,Naktala
Curry Pot,18217479,Naktala
Swadey Allahdey,18698473,Naktala
Tejus Tandoor,18683283,Naktala
Little China,24599,Naktala
Kwality Wall's Swirl's,24035,Naktala
Ichha Puron,18259431,Naktala
Gungun's Yummy Kitchen,18684790,Naktala
The Gourmet Club,25557,Naktala
The Sugarr & Spice,25061,Naktala
New Barnali Kitchen,18789494,Naktala
Happy Eating,18555937,Naktala
Tibetian Food's,18549471,Naktala
The Steamin'Cup,18717237,Naktala
Baskin Robbins,18482441,Naktala
Madly Idly,18616734,Naktala
Preety Kitchen,18863908,Naktala
Ria's Little Bakery,18525783,Naktala
Amys Baked Bouquet,18581445,Naktala
Shahi Noor,18759791,Naktala
Eat & More,18780472,Naktala
Rannabati,18644306,Naktala
Renuka Bhojonalaya,18700624,Naktala
Tea Junction,18707649,Naktala
Nu Sagar,18198669,Naktala
The Flavours,18735232,Narendra Pur
Domino's Pizza,18162649,Narendra Pur
Haji's,18741849,Narendra Pur
Baboorchi,24637,Narendra Pur
Cafe Club Restaurant,18583956,Narendra Pur
Hunger square,18673421,Narendra Pur
Wow! Momo,18604394,Narendra Pur
Crazy 4 Cakes,18865563,Narendra Pur
Amar Key-Chain,18265438,Narendra Pur
Steamos,24877,Narendra Pur
Moghlai Village,18403759,Narendra Pur
Snack Shack,18693100,Narendra Pur
New Kolkata Taj Hotel,18852493,Narendra Pur
The Chickenette,18862932,Narendra Pur
Bedwin,18583957,Narendra Pur
Bindas,18134907,Narendra Pur
Zaffran,18524615,Narendra Pur
Damodar Seth,18452213,Narendra Pur
Ayesha Multi-Cuisine Restaurant,18584054,Narendra Pur
The Sugarr & Spice,18576678,Narendra Pur
Hookup Cafe,18637960,Narendra Pur
Butter Fingers,18514653,Narendra Pur
New Shibani Sweets,23105,Narendra Pur
GOOD VIBES CAFE,18807257,Narendra Pur
Kolkata Choolah,18861693,Narendra Pur
Cafe Coffee Day,24648,Narendra Pur
Moon's Cakes n Cooks,18599796,Narendra Pur
SenG's Kitchen,18603432,Narendra Pur
Shahi Biriyani Darbar,18688609,Narendra Pur
Rubai's Kitchen,25070,Narendra Pur
Mio Amore,25296,Narendra Pur
RR Kaizen,25554,Narendra Pur
Prince Cafe & Restaurant,18424713,Narendra Pur
Suraha Snacks,18621730,Narendra Pur
Monica Confectioners,18673524,Narendra Pur
Kathi Junction,18708271,Narendra Pur
Kathleen,22975,Narendra Pur
Monjoy Sweets & Confectionary,23107,Narendra Pur
Bijli Sweets,23098,Narendra Pur
Gappaywale,18729493,Narendra Pur
